invoice_no,client_id,client_name,client_state,client_city,date,due_date,payment_status,discount_amount,subtotal,tax_amount,total,paid_amount,balance_due,status
000166,716,The Hair Expo,IN,Indianapolis,2025-11-04,2025-11-04,2,None,1440.0,None,1440.0,1440.0,0.0,None
000162,738,Danny’s Hair & Beauty,OH,Cleveland,2025-11-03,2025-11-03,2,None,825.0,None,825.0,825.0,0.0,None
000160,24,A & A Beauty Supply,OH,Akron,2025-10-31,2025-10-31,2,None,440.0,None,440.0,440.0,0.0,None
000161,744,Hunts Beauty Supply South Bend,IN,South Bend,2025-10-31,2025-10-31,2,19.0,819.0,None,800.0,800.0,0.0,None
000157,741,Diva Beauty Supply IN,IN,Fort Wayne,2025-10-30,2025-10-30,2,None,2030.4,None,2030.4,2030.4,0.0,None
000158,742,Hair and Beauty Depot - Fort Wayne,IN,Fort Wayne,2025-10-30,2025-10-30,2,None,2366.0,None,2366.0,2366.0,0.0,None
000159,743,Hunt's Beauty Supply,IN,Mishawaka,2025-10-30,2025-10-30,2,None,716.0,None,716.0,716.0,0.0,None
000154,740,Julia Wireless & Beauty Supplies,OH,Cincinnati,2025-10-24,2025-10-24,2,None,594.0,None,594.0,594.0,0.0,None
000155,45,The Hair Palace,OH,North College Hill,2025-10-24,2025-10-24,2,None,2316.0,None,2316.0,2316.0,0.0,None
000156,40,Princess Beauty & Hair Supply Dayton,OH,Dayton,2025-10-24,2025-10-24,2,46.0,396.0,None,350.0,350.0,0.0,None
000150,721,BUNDLES N WIGS,KENTUCKY,LEXINGTON,2025-10-23,2025-10-23,2,None,2270.0,None,2270.0,2270.0,0.0,None
000151,718,BEAUTY TRENDZ,KENTUCKY,LOUISVILLE,2025-10-23,2025-10-23,2,None,1164.0,None,1164.0,1164.0,0.0,None
000152,719,FAMOUS HAIR BEAUTY SUPPLY,KENTUCKY,LOUISVILLE,2025-10-23,2025-10-23,2,30.0,915.0,None,885.0,885.0,0.0,None
000153,720,FAMOUS HAIR BEAUTY SUPPLY,KENTUCKY,LOUISVILLE,2025-10-23,2025-10-23,2,None,1407.2,None,1407.2,1407.2,0.0,None
000148,38,Infinity 99 Center Store,OH,Columbus,2025-10-22,2025-10-22,2,None,910.0,None,819.0,819.0,0.0,None
000149,38,Infinity 99 Center Store,OH,Columbus,2025-10-22,2025-10-22,2,None,1674.0,None,1674.0,1674.0,0.0,None
000145,34,Impress Beauty Outlet,OH,Whitehall,2025-10-21,2025-10-21,2,556.0,2556.0,None,2000.00002,2000.00002,0.0,None
000146,34,Impress Beauty Outlet,OH,Whitehall,2025-10-21,2025-10-21,2,None,913.0,None,913.0,913.0,0.0,None
000147,36,Hair & Beauty Supplies,OH,Columbus,2025-10-21,2025-10-21,2,None,282.0,None,282.0,282.0,0.0,None
000140,23,A & A Beauty Supply Akron,OH,Akron,2025-10-20,2025-10-20,2,None,1604.75,None,1604.75,1604.75,0.0,None
000141,48,A&A BEAUTY SUPPLY,OH,Canton,2025-10-20,2025-10-20,2,None,294.0,None,294.0,294.0,0.0,None
000142,25,Unique Beauty Supply Gypsy Ln,OH,Youngstown,2025-10-20,2025-10-20,2,None,1329.0,None,1329.0,1329.0,0.0,None
000143,24,A & A Beauty Supply,OH,Akron,2025-10-20,2025-10-20,2,432.0,3272.0,None,2840.00003,2840.00003,0.0,None
000144,739,Hair world Akron,OH,Akron,2025-10-20,2025-10-20,2,None,360.0,None,360.0,360.0,0.0,None
000135,6,Danny’s Hair & Beauty Supply Lakeshore,OH,Euclid,2025-10-19,2025-10-19,2,None,3213.0,None,2891.7,2891.7,0.0,None
000136,681,Danny's Hair & Beauty Supply,OH,Cleveland,2025-10-19,2025-10-19,2,None,462.0,None,415.8,415.8,0.0,None
000137,738,Danny’s Hair & Beauty,OH,Cleveland,2025-10-19,2025-10-19,2,None,2552.0,None,2296.8,2296.8,0.0,None
000138,4,Remy Touch Hair & Beauty Supply,OH,Euclid,2025-10-19,2025-10-19,2,None,858.0,None,858.0,858.0,0.0,None
000139,1,Longwood Plus,OH,Cleveland,2025-10-19,2025-10-19,0,None,198.0,None,198.0,0.0,198.0,None
000131,20,Hana's Beauty Supply,OH,Garfield Heights,2025-10-18,2025-10-18,2,None,1051.0,None,1051.0,1051.0,0.0,None
000132,8,Andy's Hair and Beauty Supplies,OH,Cleveland,2025-10-18,2025-10-18,2,None,183.0,None,183.0,183.0,0.0,None
000133,12,George Hair & Beauty Supply,OH,Cleveland,2025-10-18,2025-10-18,2,None,1432.0,None,1432.0,1432.0,0.0,None
000134,19,MAX BEAUTY SUPPLY,OH,Cleveland,2025-10-18,2025-10-18,2,None,1400.0,None,1400.0,1400.0,0.0,None
000127,14,Model Beauty Supply,OH,Cleveland Heights,2025-10-17,2025-10-17,2,None,926.0,None,926.0,926.0,0.0,None
000128,62,High Klass Beauty Supply,OH,Cleveland,2025-10-17,2025-10-17,2,None,1026.0,None,1026.0,1026.0,0.0,None
000129,13,George hair & beauty supply Randall,OH,North Randall,2025-10-17,2025-10-17,2,None,444.0,None,444.0,444.0,0.0,None
000130,9,Magic Hair & Beauty,OH,Maple Heights,2025-10-17,2025-10-17,2,None,812.0,None,812.0,812.0,0.0,None
000126,15,Malik's Beauty Supplies,OH,Cleveland,2025-10-16,2025-10-16,2,None,252.0,None,252.0,252.0,0.0,None
000123,734,Kay beauty supply (MI7746),MI,Dearborn,2025-10-14,2025-10-14,2,None,1288.0,None,1288.0,1288.0,0.0,None
000124,735,Crown jewel beauty supply (MI27155),MI,Southfield ,2025-10-14,2025-10-14,2,None,828.0,None,828.0,828.0,0.0,None
000125,58,Sapphire beauty supply (MI13939),MI,Detroit,2025-10-14,2025-10-14,2,None,1731.0,None,1731.0,1731.0,0.0,None
000121,657,THE BEAUTY DEPOT,N. CAROLINA,KANNAPOLIS&CONCORD,2025-09-06,2025-09-06,2,None,1528.25,None,1528.25,1528.25,0.0,None
000122,637,BLACK STAR BEAUTY SUPPLY 2,N. CAROLINA,HIGH POINT,2025-09-06,2025-09-06,2,None,800.0,None,800.0,800.0,0.0,None
000118,560,IT'S AMAZING BEAUTY SUPPLY,GEORGIA,AUGUSTA,2025-09-05,2025-09-05,2,None,80.0,None,80.0,80.0,0.0,None
000119,559,HAIR GLOBAL AUGUSTA,GEORGIA,AUGUSTA,2025-09-05,2025-09-05,2,None,1685.0,None,1516.5,1516.5,0.0,None
000120,559,HAIR GLOBAL AUGUSTA,GEORGIA,AUGUSTA,2025-09-05,2025-09-05,2,None,864.0,None,777.6,777.6,0.0,None
000116,570,New York Beauty & Fashion,SC,SUMMERVILLE,2025-09-04,2025-09-04,2,None,864.0,None,864.0,864.0,0.0,None
000117,733,Beauty master center ( SC4950),SC,North Charleston ,2025-09-04,2025-09-04,2,None,750.0,None,750.0,750.0,0.0,None
000113,585,GLAMOUR BEAUTY SUPPLY,CAROLINA,BEAUFORT,2025-09-03,2025-09-03,2,None,1944.0,None,1944.0,1944.0,0.0,None
000114,549,BEAUTY QUEEN 98C STORE,GEORGIA,COLUMBUS,2025-09-03,2025-09-03,2,None,660.0,None,561.0,561.0,0.0,None
000115,1,Longwood Plus,OH,Cleveland,2025-09-03,2025-09-03,2,None,168.0,None,168.0,168.0,0.0,None
000109,549,BEAUTY QUEEN 98C STORE,GEORGIA,COLUMBUS,2025-09-01,2025-09-01,2,None,660.0,None,561.0,561.0,0.0,None
000110,542,5 STAR BEAUTY,GEORGIA,MILLEDGEVILLE,2025-09-01,2025-09-01,2,None,864.0,None,777.6,777.6,0.0,None
000111,521,5 STAR BEAUTY,GEORGIA,MACON,2025-09-01,2025-09-01,2,None,1397.0,None,1257.3,1257.3,0.0,None
000112,520,5 STAR BEAUTY,GEORGIA,MACON,2025-09-01,2025-09-01,2,None,1781.0,None,1602.9,1602.9,0.0,None
000107,132,DISCOUNT BEAUTY OUTLET,AL,TUSCALOOSA,2025-08-30,2025-08-30,2,20.0,680.5,None,660.5,660.5,0.0,None
000108,112,BEAUTY TRENDZ TRUSSVILLE-BEAUTY SUPPLY,AL,BIRMIGHAM,2025-08-30,2025-08-30,2,None,864.0,None,777.6,777.6,0.0,None
000105,207,BEAUTY ZONE BEAUTY SUPPLY,MS,CLINTON,2025-08-29,2025-08-29,2,None,894.0,None,894.0,894.0,0.0,None
000106,230,HAIR GALLERIA,MS,JACKSON,2025-08-29,2025-08-29,2,None,132.0,None,132.0,132.0,0.0,None
000102,256,DOLLAR MANIA,LOUISIANA,SHREVEPORT,2025-08-28,2025-08-28,2,None,800.0,None,800.0,800.0,0.0,None
000103,261,HAIR GALLERIA,LOUISIANA,SHREVEPORT,2025-08-28,2025-08-28,2,None,144.0,None,144.0,144.0,0.0,None
000104,250,DOLLAR MANIA,LOUISIANA,SHREVEPORT,2025-08-28,2025-08-28,2,None,222.0,None,222.0,222.0,0.0,None
000096,731,Save more beauty supply (TX2107) ,TX,Tyler ,2025-08-27,2025-08-27,2,None,144.0,None,144.0,144.0,0.0,None
000097,732,Save more beauty supply (TX1202),TX,Longview ,2025-08-27,2025-08-27,2,None,164.0,None,164.0,164.0,0.0,None
000098,253,DOLLAR MANIA,LOUISIANA,SHREVEPORT,2025-08-27,2025-08-27,2,None,72.0,None,72.0,72.0,0.0,None
000099,252,DOLLAR MANIA,LOUISIANA,SHREVEPORT,2025-08-27,2025-08-27,2,None,120.0,None,120.0,120.0,0.0,None
000100,251,DOLLAR MANIA,LOUISIANA,SHREVEPORT,2025-08-27,2025-08-27,2,None,800.0,None,800.0,800.0,0.0,None
000101,260,HAIR EMPIRE,LOUISIANA,SHREVEPORT,2025-08-27,2025-08-27,2,None,192.0,None,192.0,192.0,0.0,None
000091,85,SUPREME HAIR & BEAUTY,TEXAS,DALLAS,2025-08-25,2025-08-25,2,None,72.0,None,72.0,72.0,0.0,None
000092,79,SUPREME HAIR & BEAUTY,TEXAS,DALLAS,2025-08-25,2025-08-25,2,None,212.0,None,212.0,212.0,0.0,None
000093,81,SUPREME HAIR & BEAUTY,TEXAS,DALLAS,2025-08-25,2025-08-25,2,None,872.0,None,872.0,872.0,0.0,None
000094,80,SUPREME HAIR & BEAUTY,TEXAS,DALLAS,2025-08-25,2025-08-25,2,None,308.0,None,308.0,308.0,0.0,None
000095,82,THE HAIR DEPOT,TEXAS,DALLAS,2025-08-25,2025-08-25,2,None,420.0,None,420.0,420.0,0.0,None
000089,75,Buy And save hair & beauty supply (AR926),AR,Texerkana ,2025-08-24,2025-08-24,2,None,302.0,None,302.0,302.0,0.0,None
000090,76,Beauty & beyond (TX3330),TX,Mesquite ,2025-08-24,2025-08-24,2,None,2619.0,None,2095.2,2095.2,0.0,None
000086,72,Beauty & beyond (AR7509) ,AR,Little Rock ,2025-08-23,2025-08-23,2,None,108.0,None,108.0,108.0,0.0,None
000087,73,Supreme hair & beauty (AR6420),AR,Little Rock ,2025-08-23,2025-08-23,2,None,316.0,None,316.0,316.0,0.0,None
000088,74,Beauty mania & more (AR5411) ,AR,Pine bluff ,2025-08-23,2025-08-23,2,None,1685.0,None,1685.0,1685.0,0.0,None
000082,70,Icon beauty 2 (MO7751),MO,Hazelwood ,2025-08-21,2025-08-21,0,None,2334.0,None,2100.6,0.0,2100.6,None
000084,70,Icon beauty 2 (MO7751),MO,Hazelwood ,2025-08-21,2025-08-21,0,None,487.5,None,487.5,0.0,487.5,None
000085,71,Prince beauty supply (MO7007),MO,Saint Louis ,2025-08-21,2025-08-21,2,None,450.0,None,450.0,450.0,0.0,None
000080,52,Hollywood beauty supply,Missouri ,University city ,2025-08-20,2025-08-20,2,None,661.0,None,661.0,661.0,0.0,None
000081,69,Hair galleria (MO10940),MO,Saint Louis ,2025-08-20,2025-08-20,2,None,222.0,None,222.0,222.0,0.0,None
000076,51,Images beauty supply 3,IL,Belleville,2025-08-19,2025-08-19,1,60.0,1642.0,None,1582.00002,1000.0,582.00002,None
000077,67,Peach beauty & fashion (IL1603),IL,Alton ,2025-08-19,2025-08-19,2,None,454.0,None,454.0,454.0,0.0,None
000078,53,Hollywood beauty supply 5,Missouri,Saint Louis ,2025-08-19,2025-08-19,2,None,725.0,None,725.0,725.0,0.0,None
000079,68,Hollywood beauty supply 3 (IL1645),IL,East Saint Louis ,2025-08-19,2025-08-19,2,None,2195.0,None,2195.0,2195.0,0.0,None
000071,27,Famous hair beauty supply #2,KENTUCKY,Louisville,2025-08-18,2025-08-18,2,None,1478.0,None,1478.0,1478.0,0.0,None
000072,29,Jim dandy beauty supply,KENTUCKY,Louisville,2025-08-18,2025-08-18,2,None,1344.0,None,1344.0,1344.0,0.0,None
000073,26,Famous hair beauty supply #1,KENTUCKY,Louisville,2025-08-18,2025-08-18,2,None,408.0,None,408.0,408.0,0.0,None
000074,28,Beauty trendz beauty supply,KENTUCKY,Louisville,2025-08-18,2025-08-18,2,None,712.0,None,712.0,712.0,0.0,None
000075,43,Bundles n wigs beauty supply,KENTUCKY,Lexington,2025-08-18,2025-08-18,2,None,144.0,None,144.0,144.0,0.0,None
000069,66,Hair saga,OH,Trotwood,2025-08-17,2025-08-17,2,None,1200.0,None,1200.0,1200.0,0.0,None
000070,45,The Hair Palace,OH,North College Hill,2025-08-17,2025-08-17,2,None,522.0,None,522.0,522.0,0.0,None
000067,65,Evergreen Market Building LLC,OH,Columbus ,2025-08-15,2025-08-15,2,None,786.0,None,786.0,786.0,0.0,None
000068,35,Divas Hair And Beauty,OH,Reynoldsburg,2025-08-15,2025-08-15,2,33.0,583.0,None,550.0,550.0,0.0,None
000066,35,Divas Hair And Beauty,OH,Reynoldsburg,2025-08-14,2025-08-14,2,65.0,1465.0,None,1399.99999,1399.99999,0.0,None
000060,11,One Beauty Supply,OH,Cleveland,2025-08-13,2025-08-13,2,None,912.0,None,912.0,912.0,0.0,None
000061,15,Malik's Beauty Supplies,OH,Cleveland,2025-08-13,2025-08-13,2,None,1044.0,None,1044.0,1044.0,0.0,None
000062,18,Unique Beauty Supply Kinsman Rd,OH,Cleveland,2025-08-13,2025-08-13,2,None,588.0,None,588.0,588.0,0.0,None
000063,64,Luxe Beauty Supply outlet,OH,Lorain,2025-08-13,2025-08-13,2,None,576.0,None,576.0,576.0,0.0,None
000064,34,Impress Beauty Outlet,OH,Whitehall,2025-08-13,2025-08-13,2,None,2380.0,None,2380.0,2380.0,0.0,None
000056,1,Longwood Plus,OH,Cleveland,2025-08-12,2025-08-12,2,88.0,1908.0,None,1819.99995,1819.99995,0.0,None
000057,8,Andy's Hair and Beauty Supplies,OH,Cleveland,2025-08-12,2025-08-12,2,15.0,453.0,None,437.99998,437.99998,0.0,None
000058,10,Diamond hair & beauty,OH,Warrensville Heights,2025-08-12,2025-08-12,2,None,1254.0,None,1254.0,1254.0,0.0,None
000059,63,Sam’s Beauty World,OH,Richmond Heights,2025-08-12,2025-08-12,2,None,390.0,None,390.0,390.0,0.0,None
000051,23,A & A Beauty Supply Akron,OH,Akron,2025-08-11,2025-08-11,2,None,789.0,None,789.0,789.0,0.0,None
000052,20,Hana's Beauty Supply,OH,Garfield Heights,2025-08-11,2025-08-11,2,None,605.0,None,605.0,605.0,0.0,None
000053,9,Magic Hair & Beauty,OH,Maple Heights,2025-08-11,2025-08-11,2,None,893.0,None,893.0,893.0,0.0,None
000054,4,Remy Touch Hair & Beauty Supply,OH,Euclid,2025-08-11,2025-08-11,2,None,1092.0,None,1092.0,1092.0,0.0,None
000055,62,High Klass Beauty Supply,OH,Cleveland,2025-08-11,2025-08-11,2,None,1418.0,None,1418.0,1418.0,0.0,None
000046,12,George Hair & Beauty Supply,OH,Cleveland,2025-08-10,2025-08-10,2,None,492.0,None,492.0,492.0,0.0,None
000047,12,George Hair & Beauty Supply,OH,Cleveland,2025-08-10,2025-08-10,2,None,336.0,None,336.0,336.0,0.0,None
000048,24,A & A Beauty Supply,OH,Akron,2025-08-10,2025-08-10,2,None,2093.0,None,2093.0,2093.0,0.0,None
000049,22,Tony's hair and beauty supplies,OH,Akron,2025-08-10,2025-08-10,2,None,246.0,None,246.0,246.0,0.0,None
000050,61,Hair World Canton,OH,Canton,2025-08-10,2025-08-10,2,None,1164.0,None,1164.0,1164.0,0.0,None
000043,59,Hair Oasis,OH,Toledo,2025-08-09,2025-08-09,2,None,2747.0,None,2747.0,2747.0,0.0,None
000044,60,M & A BEAUTY SUPPLY (MI3717),MI,Flint,2025-08-09,2025-08-09,2,None,384.0,None,384.0,384.0,0.0,None
000045,19,MAX BEAUTY SUPPLY,OH,Cleveland,2025-08-09,2025-08-09,2,None,557.0,None,557.0,557.0,0.0,None
000042,58,Sapphire beauty supply (MI13939),MI,Detroit,2025-08-08,2025-08-08,2,None,2405.0,None,2405.0,2405.0,0.0,None
000040,56,Beauty central (MI35150,MI,Westland,2025-08-05,2025-08-05,2,None,476.5,None,476.5,476.5,0.0,None
000041,57,Jin wig & beauty supply (MI19045),MI,Livonia ,2025-08-05,2025-08-05,2,None,494.5,None,494.5,494.5,0.0,None
000036,53,Hollywood beauty supply 5,Missouri,Saint Louis ,2025-04-27,2025-04-27,2,None,540.0,None,540.0,540.0,0.0,None
000037,54,Hollywood beauty supply 1,Missouri,Saint Louis ,2025-04-27,2025-04-27,2,None,924.0,None,924.0,924.0,0.0,None
000038,54,Hollywood beauty supply 1,Missouri,Saint Louis ,2025-04-27,2025-04-27,2,None,111.0,None,111.0,111.0,0.0,None
000039,55,Icon beauty,Missouri,Bridgeton ,2025-04-27,2025-04-27,2,None,849.0,None,849.0,849.0,0.0,None
000033,50,Images beauty supply,IL,Fairview Heights,2025-04-26,2025-04-26,2,None,588.0,None,588.0,588.0,0.0,None
000034,51,Images beauty supply 3,IL,Belleville,2025-04-26,2025-04-26,2,None,378.0,None,378.0,378.0,0.0,None
000035,52,Hollywood beauty supply,Missouri ,University city ,2025-04-26,2025-04-26,2,None,720.0,None,720.0,720.0,0.0,None
000028,42,Essence Beauty,OH,Columbus,2025-04-25,2025-04-25,2,None,182.0,None,182.0,182.0,0.0,None
000029,40,Princess Beauty & Hair Supply Dayton,OH,Dayton,2025-04-25,2025-04-25,2,None,350.0,None,350.0,350.0,0.0,None
000030,27,Famous hair beauty supply #2,KENTUCKY,Louisville,2025-04-25,2025-04-25,2,None,267.75,None,267.75,267.75,0.0,None
000031,26,Famous hair beauty supply #1,KENTUCKY,Louisville,2025-04-25,2025-04-25,2,None,516.6,None,516.6,516.6,0.0,None
000032,28,Beauty trendz beauty supply,KENTUCKY,Louisville,2025-04-25,2025-04-25,2,None,252.0,None,252.0,252.0,0.0,None
000024,15,Malik's Beauty Supplies,OH,Cleveland,2025-04-24,2025-04-24,2,None,206.5,None,206.5,206.5,0.0,None
000025,34,Impress Beauty Outlet,OH,Whitehall,2025-04-24,2025-04-24,2,None,810.6,None,810.6,810.6,0.0,None
000026,37,Dollar Plus Beauty Supplies,OH,Columbus,2025-04-24,2025-04-24,2,None,210.0,None,210.0,210.0,0.0,None
000027,35,Divas Hair And Beauty,OH,Reynoldsburg,2025-04-24,2025-04-24,2,None,252.0,None,252.0,252.0,0.0,None
000022,48,A&A BEAUTY SUPPLY,OH,Canton,2025-04-23,2025-04-23,2,None,546.0,None,546.0,546.0,0.0,None
000023,6,Danny’s Hair & Beauty Supply Lakeshore,OH,Euclid,2025-04-23,2025-04-23,2,None,1140.72,None,1140.72,1140.72,0.0,None
000018,22,Tony's hair and beauty supplies,OH,Akron,2025-04-22,2025-04-22,2,None,140.0,None,140.0,140.0,0.0,None
000019,24,A & A Beauty Supply,OH,Akron,2025-04-22,2025-04-22,2,None,661.5,None,661.5,661.5,0.0,None
000020,23,A & A Beauty Supply Akron,OH,Akron,2025-04-22,2025-04-22,2,None,756.0,None,756.0,756.0,0.0,None
000021,14,Model Beauty Supply,OH,Cleveland Heights,2025-04-22,2025-04-22,2,None,430.5,None,430.5,430.5,0.0,None
000012,1,Longwood Plus,OH,Cleveland,2025-04-21,2025-04-21,2,None,420.0,None,420.0,420.0,0.0,None
000013,18,Unique Beauty Supply Kinsman Rd,OH,Cleveland,2025-04-21,2025-04-21,2,None,318.5,None,318.5,318.5,0.0,None
000014,20,Hana's Beauty Supply,OH,Garfield Heights,2025-04-21,2025-04-21,2,30.0,910.0,None,880.0,880.0,0.0,None
000015,8,Andy's Hair and Beauty Supplies,OH,Cleveland,2025-04-21,2025-04-21,2,None,280.0,None,280.0,280.0,0.0,None
000016,4,Remy Touch Hair & Beauty Supply,OH,Euclid,2025-04-21,2025-04-21,2,None,252.0,None,252.0,252.0,0.0,None
000017,19,MAX BEAUTY SUPPLY,OH,Cleveland,2025-04-21,2025-04-21,2,None,560.0,None,560.0,560.0,0.0,None
